name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012
MarketCap,"1,264,539,607","1,379,640,711","1,358,753,521","1,819,025,000","1,243,832,000","1,515,408,000","1,323,360,000","1,364,181,353","2,199,516,092","1,726,659,000","1,915,888,000","2,028,078,000","1,259,973,000"
EnterpriseValue,"1,718,799,607","1,877,440,711","1,857,953,521","2,441,625,000","1,910,032,000","2,263,608,000","2,094,260,000","1,976,681,353","2,800,016,092","2,316,959,000","2,591,488,000","2,638,178,000","1,494,373,000"
PeRatio,"21.232","29.262","49.289","58.349","114.533",,"3.766","47.828",,"36.781","56.455","115.917","71.634"
ForwardPeRatio,"19.881","28.818",,,,,,,,,,,
PsRatio,"5.576","6.105","3.338","5.56","3.655","2.409","2.756","3.32","4.669","2.839","3.221","6.583","4.247"
PbRatio,"1.267","1.339","1.205","1.664","1.12","1.347","0.985","1.122","1.815","1.39","1.572","2.17","1.378"
EnterprisesValueRevenueRatio,"7.569","8.278","4.552","7.458","5.616","3.609","4.48","4.775","5.937","3.773","4.319","9.534","5.037"
EnterprisesValueEBITDARatio,"14.13","17.481","23.341","22.359","20.212","50.64","29.538","15.676","15.461","20.817","39.931","76.915","22.472"
