name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011,12/31/2010,12/31/2009,12/31/2008,12/31/2007,12/31/2006,12/31/2005,12/31/2004,12/31/2003,12/31/2002,12/31/2001,12/31/2000,12/31/1999,12/31/1998,12/31/1997,12/31/1996
MarketCap,"1,887,315,946","2,387,692,000","3,216,534,000","5,435,040,000","4,850,287,000","4,489,932,000","2,739,596,000","4,139,982,000","5,033,496,000","3,253,180,000","4,913,004,000","5,674,396,000","4,148,144,000","2,590,804,000","2,454,589,000","1,776,348,000","2,231,292,000","4,472,820,000","7,649,764,000","6,166,898,000","6,452,236,000","3,674,360,000","2,302,780,000","3,590,164,000","4,676,795,200","3,545,193,600","4,383,750,000","2,870,404,800","3,409,676,400"
EnterpriseValue,"4,733,315,946","9,840,692,000","9,132,534,000","11,296,040,000","8,477,287,000","8,498,932,000","6,378,596,000","7,786,982,000","8,839,496,000","6,198,180,000","8,234,004,000","7,441,396,000","5,042,144,000","3,311,804,000","1,969,589,000","1,340,348,000","1,828,292,000","3,828,820,000","7,199,764,000","5,734,898,000","6,011,236,000","3,295,360,000","2,087,780,000","3,402,164,000","4,138,795,200","2,859,193,600","3,952,750,000","1,835,404,800","2,282,676,400"
PeRatio,"9.718",,"27.541",,"10.922","54.938",,"18.883","25.037",,"14.215","39.149","29.976","28.379","22.275",,"10.246","26.702","22.041","12.759","22.924","63.607","18.693","16.604","15.116","11.306","34.792","397.343",
ForwardPeRatio,"12.005","10.183","7.294","11.614","15.337","11.468","8.039","10.173","12.516","8.17","10","11.173","10.905","7.452","11.062",,,,,,,,,,,,,,
PegRatio,,,,,,,"2.011",,,,"3.332","0.745","0.774","0.621","1.107",,,,,,,,,,,,,,
PsRatio,"0.48","0.301","0.422","0.797","0.875","0.626","0.436","0.637","0.999","0.644","0.768","0.935","0.728","0.507","0.514","0.383","0.447","0.923","1.302","1.059","1.108","0.665","0.425","0.62","0.809","0.615","0.655","0.431","0.491"
PbRatio,"75.493","1.758","2.236","4.594","4.059","6.184","6.17","5.385","7.521","1.949","2.562","3.692","3.326","2.538","2.78","3.15","5.071","2.546","3.197","2.764","3.093","1.96","1.738","1.771","2.751","2.221","3.03","2.122","2.442"
EnterprisesValueRevenueRatio,"1.236","2.569","2.408","3.06","1.366","1.229","0.996","1.195","1.351","0.973","1.249","1.215","0.88","0.626","0.418","0.291","0.344","0.77","1.571","1.257","1.005","0.589","0.374","0.575","0.695","0.461","0.608","0.279","0.328"
EnterprisesValueEBITDARatio,"10.05","20.893","11.954","23.148","16.209","9.758","11.878","7.795","9.899","16.057","13.678","8.603","5.565","-143.991","7.816","6.909","4.363","11.638","27.906","24.613","14.555","7.405","4.038","5.586","7.312","6.558","8.482","5.042","4.432"
