name,ttm,12/31/2023,12/31/2022,12/31/2021,12/31/2020,12/31/2019,12/31/2018,12/31/2017,12/31/2016,12/31/2015,12/31/2014,12/31/2013,12/31/2012,12/31/2011
MarketCap,"783,318,411","176,866,726","92,776,838","301,522,480","447,258,000","243,446,880","425,293,560","227,634,876","211,980,059","311,803,640","955,941,930","988,096,702","359,395,650","266,406,131"
EnterpriseValue,"766,633,411","147,736,726","10,710,838","377,300,480","470,338,000","237,360,880","558,809,560","360,426,876","335,614,059","410,359,640","1,056,077,930","903,813,702","275,112,650","219,066,131"
PsRatio,"2.01","1.662","0.832","2.153","3.377","1.774","3.099","1.814","1.913","2.629","8.813","14.695","6.053","4.322"
PbRatio,,,,"3.035","2.943","1.497","18.976","5.847","3.128","2.512","6.185","10.185","3.57","4.521"
EnterprisesValueRevenueRatio,"7.209","1.389","0.109","2.889","3.405","2.025","4.947","3.536","3.213","3.577","9.068","12.697","5.257","5.111"
EnterprisesValueEBITDARatio,"-14.078","-2.713","-0.062","-8.523","-13.592","-5.091","-18.052","-9.156","-5.949","-12.485","-27.431","-65.38","-17.121","-12.312"
