name,ttm,12/31/2022,12/31/2021,12/31/2020,12/31/2019
MarketCap,"13,842,546,497","8,407,381,098","16,081,430,326","22,177,869,140","21,255,348,556"
EnterpriseValue,"9,135,216,914","5,584,946,345","15,717,239,018","26,869,123,419","26,085,779,913"
PeRatio,"17.508","12.342","28.584","61.052","105.293"
ForwardPeRatio,"13.87","11.013","7.582","15.65",
PsRatio,"10.45","7.883","14.825","23.97","29.056"
PbRatio,"3.537","2.515","6.675","13.3","37.547"
EnterprisesValueRevenueRatio,"1.399","0.94","2.536","5.356","7.255"
EnterprisesValueEBITDARatio,"1.901","1.378","3.758","10.266","15.169"
