Symbol,PeriodType,MarketCap,FowardPeRatio,PeRatio,PegRatio,PsRatio,PbRatio,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio
CGON,TTM,2034184916.0,nan,nan,nan,2638.321003,3.789677,1493770916.0,nan,2183.8756
CGON,2024-09-30 00:00:00,2530815964.0,nan,nan,nan,3869.348025,4.581832,1978290964.0,nan,3043.5246
CGON,2024-06-30 00:00:00,2103829535.0,nan,nan,nan,3902.980474,3.698899,1537725535.0,nan,2852.9231
CGON,2024-03-31 00:00:00,2925331462.0,nan,nan,nan,931.999798,nan,3046008462.0,nan,14931.414
CGNX,TTM,5770338304.0,31.0559,54.790323,nan,6.4117,3.802517,5594505304.0,37.8636,6.1175
CGNX,2024-12-31 00:00:00,6111763240.0,30.4878,70.313725,nan,7.025725,3.900231,5901066240.0,46.8603,6.6943
CGNX,2024-09-30 00:00:00,6946368799.0,32.6797,90.0,nan,8.294486,4.610228,6731476799.0,56.7784,7.9757
CGNX,2024-06-30 00:00:00,8026917738.0,60.241,82.035088,nan,9.552224,5.385065,7825889738.0,55.9836,9.2371
CGNX,2024-03-31 00:00:00,7288654752.0,44.4444,65.261538,nan,8.782296,4.839272,7035208752.0,48.659,8.3998
CGNX,2023-12-31 00:00:00,7185210920.0,40.6504,45.868132,nan,8.23546,4.811603,6740994920.0,35.6357,7.6575
CGAU,TTM,1219184084.0,11.0011,16.457143,nan,1.025723,0.73119,611487084.0,1.9996,0.5035
CGAU,2024-09-30 00:00:00,1527094427.0,11.2613,11.737705,nan,1.224142,0.878802,953022427.0,2.3017,0.7492
CGAU,2024-06-30 00:00:00,1439571160.0,10.4932,25.846154,nan,1.248799,0.83852,810890160.0,2.5339,0.6906
CGAU,2024-03-31 00:00:00,1267011029.0,16.4745,nan,nan,1.178921,0.759605,675444029.0,4.6911,0.6169
CGAU,2023-12-31 00:00:00,1290006805.0,11.5207,nan,nan,1.352703,0.749442,800080805.0,19.821643,0.8306
CGAU,2023-09-30 00:00:00,1068350522.0,7.0822,nan,nan,1.392386,0.631691,666430522.0,4.41041,0.8347
CG,TTM,15531723969.0,9.6618,15.523466,0.9949,4.651146,2.770109,nan,nan,7.356
CG,2024-12-31 00:00:00,18059326867.0,11.1111,168.3,1.1441,6.798227,2.850542,nan,nan,12.0964
CG,2024-09-30 00:00:00,15401755098.0,9.6154,nan,1.0133,9.836834,3.06204,nan,nan,16.3137
CG,2024-06-30 00:00:00,14449201954.0,10.0301,nan,1.2313,11.283482,2.821793,nan,nan,18.415
CG,2024-03-31 00:00:00,16931988352.0,11.8906,nan,1.4583,12.802506,3.24631,nan,nan,19.7762
CG,2023-12-31 00:00:00,14680774917.0,10.2459,70.155172,8.4706,6.328281,2.483465,nan,nan,10.1789
CG,2023-09-30 00:00:00,nan,nan,26.928571,nan,nan,nan,nan,nan,nan
CG,2023-06-30 00:00:00,nan,nan,15.509709,nan,nan,nan,nan,nan,nan
CFR,TTM,8294669682.0,14.7493,14.558061,nan,4.021028,2.210064,nan,nan,4.1931
CFR,2024-12-31 00:00:00,8618447250.0,15.3374,16.635688,nan,4.251997,2.084268,nan,nan,4.4234
CFR,2024-09-30 00:00:00,7151344479.0,13.0039,13.641463,1.8581,3.592354,2.031428,nan,nan,3.7125
CFR,2024-06-30 00:00:00,6530161460.0,12.21,12.013002,1.745,3.29654,1.861926,nan,nan,3.4351
CFR,2024-03-31 00:00:00,7228931442.0,13.7741,12.37033,2.2964,3.648365,2.02542,nan,nan,3.7804
CFR,2023-12-31 00:00:00,6948479643.0,13.5135,10.381818,4.8258,3.516751,2.321154,nan,nan,3.6351
CFR,2023-09-30 00:00:00,nan,nan,nan,59.3892,nan,nan,nan,nan,nan
CFLT,TTM,8889835998.0,74.0741,nan,0.5914,8.889603,9.248435,8089253998.0,nan,8.3945
CFLT,2024-12-31 00:00:00,9170737431.0,77.5194,nan,0.6213,9.674039,9.815435,8424578431.0,nan,9.2011
CFLT,2024-09-30 00:00:00,6670849322.0,59.8802,nan,0.4683,7.338905,7.633739,5853027322.0,nan,6.7619
CFLT,2024-06-30 00:00:00,9385666693.0,140.8451,nan,1.0986,11.032489,11.2581,8591318693.0,nan,10.4787
CFLT,2024-03-31 00:00:00,9541219288.0,169.4915,nan,nan,11.813089,11.948019,8754043288.0,-81.782916,11.2672
CFLT,2023-12-31 00:00:00,7204276825.0,126.5823,nan,nan,9.428885,9.23809,6446032825.0,-79.820112,8.8008
CFLT,2023-09-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-78.689207,nan
CFLT,2023-06-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-86.120128,nan
CFG,TTM,18202383888.0,10.7181,13.742574,nan,2.422911,0.822112,nan,nan,4.1976
CFG,2024-12-31 00:00:00,19278178352.0,11.5207,17.160784,nan,2.57447,0.844793,nan,nan,4.5285
CFG,2024-09-30 00:00:00,18285043667.0,9.99,15.498113,nan,2.41,0.840421,nan,nan,4.229
CFG,2024-06-30 00:00:00,16394369555.0,11.0254,12.960432,nan,2.10629,0.750458,nan,nan,4.0017
CFG,2024-03-31 00:00:00,16635312447.0,10.2987,11.594249,nan,2.103501,0.745182,nan,nan,3.9666
CFG,2023-12-31 00:00:00,15450629126.0,9.1075,8.20297,nan,1.886048,0.74085,nan,nan,4.1246
CFG,2023-06-30 00:00:00,nan,nan,nan,1.3162,nan,nan,nan,nan,nan
CF,TTM,13076373615.0,12.6904,11.44362,0.6891,2.347943,2.623144,14708373615.0,5.2047,2.4778
CF,2024-12-31 00:00:00,14847380342.0,12.87,13.521395,0.6904,2.637462,2.858564,16220380342.0,5.7174,2.7111
CF,2024-09-30 00:00:00,14957129358.0,15.1745,15.239787,30.9805,2.749215,2.739401,16357129358.0,6.1102,2.779
CF,2024-06-30 00:00:00,13547814736.0,12.2249,12.25124,18.817,2.332303,2.457429,14991814736.0,5.3811,2.4621
CF,2024-03-31 00:00:00,15620712329.0,13.5135,10.573062,nan,2.431926,2.683102,16820712329.0,5.1581,2.5367
CF,2023-12-31 00:00:00,15188991829.0,11.6822,7.388476,nan,2.026898,2.614185,15181991829.0,3.8088,1.9799
CET,TTM,1319466825.0,nan,4.492611,nan,4.454655,0.840457,nan,nan,4.4646
CERT,TTM,1887128323.0,25.7732,nan,nan,4.880731,1.78257,2019842323.0,27.9103,5.2443
CERT,2024-12-31 00:00:00,1714519335.0,21.1416,nan,nan,4.571654,1.627597,1787969335.0,32.3392,4.7961
CERT,2024-09-30 00:00:00,1884141470.0,25.0627,nan,nan,5.142609,1.805769,1967375470.0,1362.4484,5.4115
CERT,2024-06-30 00:00:00,2227654096.0,31.746,nan,nan,6.115867,2.11333,2305301096.0,120.5638,6.3914
CERT,2024-03-31 00:00:00,2864216760.0,40.6504,nan,nan,8.019993,2.73606,2931832760.0,122.9589,8.2741
CERT,2023-12-31 00:00:00,2811669680.0,35.9712,nan,nan,7.918252,2.673381,2842718680.0,75.1307,8.0539
CERT,2023-09-30 00:00:00,nan,nan,121.166667,nan,nan,nan,nan,nan,nan
CERT,2023-06-30 00:00:00,nan,nan,202.333333,nan,nan,nan,nan,nan,nan
CEPU,TTM,2112342399.0,nan,10.343789,nan,5.400275,1.12126,2248759616.0,7.2566,6.5663
CEPU,2024-09-30 00:00:00,1844151449.0,nan,8.386313,nan,3.877808,0.898963,2060190012.0,6.6308,5.6118
CEPU,2024-06-30 00:00:00,2045448348.0,nan,7.260782,nan,3.680893,0.967214,2352238503.0,7.0732,6.3642
CEPU,2024-03-31 00:00:00,1778272909.0,nan,7.974875,nan,3.765319,1.414297,2048609515.0,2.9738,5.6038
CEPU,2023-12-31 00:00:00,1676153343.0,nan,nan,nan,11.534277,2.042033,1691649088.0,21.0498,14.2403
CEPU,2023-09-30 00:00:00,2033469151.0,nan,44.873935,nan,3.406621,0.768879,2102959673.0,14.0399,8.1789
CEPU,2023-06-30 00:00:00,nan,nan,28.406763,nan,nan,nan,nan,nan,nan
CENX,TTM,1722193799.0,nan,5.706422,nan,0.82698,2.480118,2217493799.0,4.942,0.9987
CENX,2024-12-31 00:00:00,1699717654.0,nan,5.784127,nan,0.842644,2.606529,2152917654.0,4.8919,1.0244
CENX,2024-09-30 00:00:00,1506125238.0,nan,7.691943,nan,0.736502,2.503949,1945225238.0,5.7739,0.9229
CENX,2024-06-30 00:00:00,1552733291.0,nan,7.579186,nan,0.741814,2.58251,1987233291.0,5.9874,0.9363
CENX,2024-03-31 00:00:00,1426590408.0,nan,nan,nan,0.650698,4.011981,1816990408.0,41.8661,0.8314
CENX,2023-12-31 00:00:00,1121792608.0,nan,nan,nan,0.508221,3.37509,1563492608.0,25.800208,0.7097
CENTA,TTM,2191827244.0,14.8368,17.928571,nan,0.67365,1.407066,2986145244.0,9.6592,0.9267
CENTA,2024-12-31 00:00:00,2233939835.0,13.9665,20.401235,nan,0.690439,1.390474,2900836835.0,9.9768,0.9064
CENTA,2024-09-30 00:00:00,2171940461.0,12.3153,14.470046,nan,0.639229,1.322543,2995599461.0,8.972,0.913
CENTA,2024-06-30 00:00:00,2295682264.0,13.5318,14.878378,nan,0.666396,1.47354,3369395264.0,9.9893,1.0185
CENTA,2024-03-31 00:00:00,2692631650.0,15.1976,18.313492,nan,0.746654,1.712376,3728514650.0,11.6794,1.1241
CENTA,2023-12-31 00:00:00,2443127316.0,17.2712,18.740426,nan,0.710836,1.631198,3328818316.0,10.8371,1.0057
CENT,TTM,2191827244.0,16.835,20.351648,nan,0.764694,1.597233,2986145244.0,9.6592,0.9267
CENT,2024-12-31 00:00:00,2233939835.0,16.3934,23.950617,nan,0.810561,1.632387,2900836835.0,9.9768,0.9064
CENT,2024-09-30 00:00:00,2171940461.0,14.2857,16.806452,nan,0.742442,1.536087,2995599461.0,8.972,0.913
CENT,2024-06-30 00:00:00,2295682264.0,15.7729,17.342342,nan,0.776756,1.717568,3369395264.0,9.9893,1.0185
CENT,2024-03-31 00:00:00,2692631650.0,17.6367,21.24504,nan,0.866175,1.986487,3728514650.0,11.6794,1.1241
CENT,2023-12-31 00:00:00,2443127316.0,19.6464,21.323404,nan,0.80881,1.856025,3328818316.0,10.8371,1.0057
CELH,TTM,6440203414.0,30.9598,60.866667,1.4378,4.79666,16.103367,6394751414.0,39.2311,4.7172
CELH,2024-12-31 00:00:00,6190267706.0,27.248,36.583333,1.264,4.571855,14.612577,6116846706.0,25.5764,4.462
CELH,2024-09-30 00:00:00,7369036899.0,26.455,31.049505,0.9118,4.998228,17.724512,7292094899.0,21.5293,4.8944
CELH,2024-06-30 00:00:00,13306611588.0,51.5464,62.736264,1.7799,9.581427,39.390849,13253578588.0,42.9545,9.3745
CELH,2024-03-31 00:00:00,19303196140.0,72.9927,107.688312,2.5617,14.908078,73.194124,19373890140.0,71.8637,14.6993
CELH,2023-12-31 00:00:00,12630922144.0,55.2486,113.583333,nan,11.129318,59.232394,12696726144.0,69.5719,11.0546
CEIX,TTM,3636405725.0,nan,7.005203,nan,0.933883,2.318771,3389909725.0,5.8815,1.5777
CEIX,2024-12-31 00:00:00,3137227304.0,nan,7.878877,nan,1.456744,2.051152,2923195304.0,4.05,1.3208
CEIX,2024-09-30 00:00:00,3076130866.0,nan,7.700515,nan,1.463008,2.138574,2982267866.0,4.0421,1.3529
CEIX,2024-06-30 00:00:00,2998458150.0,nan,6.135298,nan,1.37136,2.159366,2951329150.0,3.3241,1.2446
CEIX,2024-03-31 00:00:00,2479996987.0,nan,4.232441,nan,1.107451,1.83272,2411020987.0,2.2995,0.9619
CEIX,2023-12-31 00:00:00,3117421426.0,nan,4.991559,nan,1.389963,2.297463,3089361426.0,2.7762,1.2451
CEG,TTM,66492556002.0,22.2717,17.875526,nan,2.84072,5.050323,71882556002.0,10.2266,3.05
CEG,2024-12-31 00:00:00,69984988980.0,24.3309,24.664829,nan,2.959386,5.56762,76603988980.0,12.005,3.1942
CEG,2024-09-30 00:00:00,81305414581.0,28.6533,34.577128,nan,3.523037,7.116448,90118414581.0,16.2581,3.8277
CEG,2024-06-30 00:00:00,63132083409.0,26.2467,26.702667,nan,2.738233,5.601158,72553083409.0,12.8186,3.0855
CEG,2024-03-31 00:00:00,58250105574.0,24.8139,36.896208,nan,2.40354,5.333714,67143105574.0,14.1027,2.6946
CEG,2023-12-31 00:00:00,37332525042.0,19.2678,22.435701,nan,1.443727,3.17625,43598525042.0,9.3599,1.648
CEG,2023-06-30 00:00:00,nan,nan,nan,2.9551,nan,nan,nan,nan,nan
CECO,TTM,848157260.0,19.6464,67.333333,1.3085,1.580651,3.424283,1055397260.0,23.3319,1.8916
CECO,2024-12-31 00:00:00,1057385212.0,25.3165,91.606061,1.6865,1.976655,4.382817,1177881212.0,23.7917,2.1297
CECO,2024-09-30 00:00:00,986408307.0,21.0526,76.216216,1.404,1.784047,4.196786,1094268307.0,21.9244,1.9301
CECO,2024-06-30 00:00:00,1007889578.0,30.6748,82.428571,2.0461,1.837489,4.35183,1113006578.0,22.5483,1.9924
CECO,2024-03-31 00:00:00,802674297.0,24.0964,62.216216,1.6056,1.492885,3.454176,903373297.0,19.0392,1.658
CECO,2023-12-31 00:00:00,705998290.0,19.0476,40.56,1.2695,1.404146,3.133651,814202290.0,17.835,1.6042
CE,TTM,6048264274.0,8.8889,nan,nan,0.588038,1.168747,18038264274.0,35.8614,1.7547
CE,2024-12-31 00:00:00,7565498815.0,7.2098,6.893426,nan,0.723301,1.040074,20091498815.0,9.2417,1.9173
CE,2024-09-30 00:00:00,14855855393.0,10.1112,7.694397,nan,1.410623,2.073103,27073855393.0,10.0646,2.5653
CE,2024-06-30 00:00:00,14732666375.0,11.976,7.395285,nan,1.380184,2.084348,27088666375.0,9.9811,2.5321
CE,2024-03-31 00:00:00,19173285236.0,14.6628,9.547778,nan,1.718281,2.646859,31466285236.0,11.91,2.8763
CE,2023-12-31 00:00:00,16912827296.0,12.7877,8.357719,16.6073,1.585296,2.606808,29701827296.0,12.4016,2.771
CE,2023-09-30 00:00:00,nan,nan,nan,4.1948,nan,nan,nan,nan,nan
CE,2023-06-30 00:00:00,nan,nan,nan,4.6802,nan,nan,nan,nan,nan
CDW,TTM,22307724005.0,17.2712,21.125471,nan,1.084049,9.481755,27581924005.0,14.3268,1.3135
CDW,2024-12-31 00:00:00,23193277350.0,16.7785,21.276284,nan,1.133116,9.87242,28224277350.0,14.4755,1.3549
CDW,2024-09-30 00:00:00,30143160000.0,20.7469,27.732843,nan,1.467937,13.859561,35267860000.0,18.1615,1.684
CDW,2024-06-30 00:00:00,30083576691.0,21.8341,27.945069,nan,1.439384,13.982805,35079576691.0,18.2897,1.659
CDW,2024-03-31 00:00:00,34368700753.0,24.2131,31.577778,nan,1.630933,16.830762,39588900753.0,20.3281,1.852
CDW,2023-12-31 00:00:00,30451871081.0,21.5517,28.379526,nan,1.424935,16.841775,35881471081.0,18.3209,1.6463
CDRE,TTM,1381483751.0,25.7732,40.987952,nan,2.61243,4.600637,1508609751.0,22.848,2.9228
CDRE,2024-09-30 00:00:00,1541073144.0,28.5714,36.84466,nan,2.775034,5.147549,1652593144.0,21.7825,3.1072
CDRE,2024-06-30 00:00:00,1362742830.0,27.1003,33.227723,nan,2.517222,5.034352,1497347830.0,20.8475,2.9438
CDRE,2024-03-31 00:00:00,1440305183.0,30.6748,35.490196,nan,2.84483,7.355312,1499442183.0,20.4864,3.1074
CDRE,2023-12-31 00:00:00,1236204559.0,28.8184,34.621053,nan,2.576191,6.506686,1313955559.0,17.4376,2.7283
CDRE,2023-09-30 00:00:00,1001667726.0,23.8095,33.3125,nan,2.138537,5.549344,1091830726.0,16.2538,2.3328
CDP,TTM,3059789931.0,nan,22.073171,nan,4.069218,2.04931,5462500931.0,14.2246,7.2517
CDP,2024-12-31 00:00:00,3488157850.0,nan,25.578512,nan,4.652814,2.342201,5878133850.0,15.4627,7.8421
CDP,2024-09-30 00:00:00,3417984937.0,nan,nan,nan,4.670126,2.299219,5741284937.0,48.5299,7.8767
CDP,2024-06-30 00:00:00,2819250796.0,nan,nan,nan,3.951499,1.901985,5146120796.0,47.1684,7.2404
CDP,2024-03-31 00:00:00,2722529610.0,nan,nan,nan,3.958268,1.834697,5004927610.0,33.3444,7.3067
CDP,2023-12-31 00:00:00,2884561412.0,nan,nan,nan,4.229063,1.941248,5129046412.0,31.9684,7.5372
CDP,2023-09-30 00:00:00,nan,nan,14.184524,nan,nan,nan,nan,nan,nan
CDP,2023-06-30 00:00:00,nan,nan,13.970588,nan,nan,nan,nan,nan,nan
CDNS,TTM,66665806680.0,36.2319,63.171429,2.5596,14.349307,14.264404,66466227680.0,39.8758,14.3207
CDNS,2024-12-31 00:00:00,82281271460.0,43.6681,79.068421,3.1784,18.864589,18.03094,82320421460.0,52.7998,18.9073
CDNS,2024-09-30 00:00:00,74333500890.0,39.2157,70.215026,2.7276,17.7783,17.445526,74623212890.0,50.0136,17.9318
CDNS,2024-06-30 00:00:00,83838175480.0,51.8135,80.143229,2.8704,20.593476,23.620417,83475069480.0,57.2738,20.4726
CDNS,2024-03-31 00:00:00,84855195389.0,52.6316,81.486911,2.8954,20.758261,24.88341,84481098389.0,57.7114,20.6556
CDNS,2023-12-31 00:00:00,74101526940.0,46.0829,77.598291,2.6603,18.955194,23.765922,73788345940.0,56.3743,18.8176
CDNA,TTM,1048658009.0,nan,20.344086,nan,3.209436,2.771053,816371009.0,nan,2.4458
CDNA,2024-12-31 00:00:00,1148301178.0,nan,nan,nan,3.596849,4.291559,937413178.0,nan,3.0749
CDNA,2024-09-30 00:00:00,1658262046.0,nan,nan,nan,5.556274,6.265418,1460839046.0,nan,4.9173
CDNA,2024-06-30 00:00:00,810529413.0,nan,nan,nan,3.007483,3.189185,627555413.0,nan,2.2811
CDNA,2024-03-31 00:00:00,548334558.0,nan,nan,nan,2.031108,2.098428,347137558.0,nan,1.2383
CDNA,2023-12-31 00:00:00,649180536.0,nan,nan,nan,2.172731,1.568097,416206536.0,-21.008861,1.4007
CDNA,2023-09-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-5.595375,nan
CDNA,2023-06-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-9.677477,nan
CDLR,TTM,1658513817.0,nan,nan,nan,8.322467,1.324503,2195920704.0,33.3531,11.2965
CDLR,2024-09-30 00:00:00,2474101072.0,nan,nan,nan,14.102908,1.921589,2761639256.0,112.095,20.0914
CDLR,2024-06-30 00:00:00,2218140283.0,41.841,nan,nan,12.955236,1.83914,2282408191.0,108.0104,19.5944
CDLR,2024-03-31 00:00:00,1714977485.0,42.3729,69.906874,nan,7.847407,1.534809,1833633130.0,45.5498,15.6926
CDLR,2023-12-31 00:00:00,1432496908.0,nan,13.856258,nan,6.008375,2.295904,1539216293.0,17.8079,10.605
CDLR,2023-09-30 00:00:00,670528066.0,nan,nan,nan,nan,nan,772387947.0,nan,nan
CDE,TTM,3556767363.0,7.9554,37.133333,nan,2.100216,3.166491,4103336363.0,13.6669,3.8931
CDE,2024-12-31 00:00:00,2283627815.0,7.5245,nan,nan,2.221508,2.108321,2816218815.0,12.7781,2.7865
CDE,2024-09-30 00:00:00,2747098041.0,10.4275,nan,nan,2.925623,2.662412,3309032041.0,28.9011,3.7107
CDE,2024-06-30 00:00:00,2244181384.0,51.0204,nan,nan,2.415719,2.203779,2770526384.0,40.3226,3.2711
CDE,2024-03-31 00:00:00,1502976399.0,151.5152,nan,nan,1.574918,1.46758,1996628399.0,34.5701,2.4313
CDE,2023-12-31 00:00:00,1247307547.0,46.5116,nan,nan,1.334176,1.201172,1709999547.0,14.5134,2.223
CCU,TTM,2708042208.0,nan,15.890204,nan,0.880489,1.676808,3471203444.0,12.235,1.1066
CCU,2024-09-30 00:00:00,2173785395.0,nan,17.845547,nan,0.765126,1.359221,3039054433.0,16.548,1.0822
CCU,2024-06-30 00:00:00,2089261614.0,nan,20.126454,nan,0.776242,1.398517,2818208170.0,15.6194,1.0405
CCU,2024-03-31 00:00:00,2192386170.0,nan,20.555559,nan,0.846497,1.7825,2914336050.0,15.8573,1.1137
CCU,2023-12-31 00:00:00,2342389557.0,nan,18.507914,nan,0.742492,1.523136,3165060678.0,13.2952,1.0144
CCU,2023-09-30 00:00:00,2295566152.0,nan,17.858105,nan,0.767105,1.631588,3119806360.0,13.2871,1.0281
CCS,TTM,2222087261.0,5.7571,6.900962,nan,0.523975,0.847848,3548302261.0,7.5406,0.8067
CCS,2024-12-31 00:00:00,2271315612.0,5.2659,7.314058,nan,0.544592,0.891585,3902317612.0,8.3195,0.9011
CCS,2024-09-30 00:00:00,3227090644.0,7.2993,10.277445,nan,0.812162,1.308816,4555568644.0,9.7564,1.1157
CCS,2024-06-30 00:00:00,2596033053.0,8.5985,9.063263,nan,0.677181,1.057724,3755402053.0,8.8357,0.966
CCS,2024-03-31 00:00:00,3066939550.0,10.1626,11.987578,nan,0.841833,1.285242,4142558550.0,11.1538,1.122
CCS,2023-12-31 00:00:00,2895938411.0,9.6432,11.805699,nan,0.800506,1.263132,3916215411.0,10.9406,1.0683
CCOI,TTM,3525328719.0,nan,nan,nan,3.28535,15.819432,5663762719.0,35.0294,5.4664
CCOI,2024-12-31 00:00:00,3779121669.0,nan,111.695652,nan,3.482261,11.68007,5747555669.0,14.7402,5.4432
CCOI,2024-09-30 00:00:00,3721043272.0,nan,98.597403,nan,3.377628,8.955084,5570879272.0,13.8377,5.1864
CCOI,2024-06-30 00:00:00,2766939788.0,nan,2.24771,nan,2.563302,5.522963,4499402788.0,2.9727,4.2709
CCOI,2024-03-31 00:00:00,3203661032.0,nan,2.45417,nan,3.321449,5.253088,4956727032.0,3.1805,5.2679
CCOI,2023-12-31 00:00:00,3698329726.0,156.25,3.371454,2.301,4.411127,8.362211,5416505726.0,4.0632,6.599
CCOI,2023-09-30 00:00:00,nan,97.0874,nan,1.5427,nan,nan,nan,nan,nan
CCOI,2023-06-30 00:00:00,nan,1428.5714,nan,16.8185,nan,nan,nan,nan,nan
CCL,TTM,27903016039.0,11.7647,14.333333,nan,1.15322,3.01589,55569016039.0,8.9239,2.2209
CCL,2024-11-30 00:00:00,34123173278.0,14.9477,21.735043,nan,1.416991,3.869075,62874173278.0,10.6584,2.5685
CCL,2024-08-31 00:00:00,21617177653.0,10.3093,23.239437,nan,0.889875,3.068022,50624177653.0,9.6427,2.16
CCL,2024-05-31 00:00:00,19106360000.0,14.2248,47.125,nan,0.843977,2.859377,48879360000.0,10.1641,2.166
CCL,2024-02-29 00:00:00,20094620000.0,14.9701,nan,nan,0.926936,2.919457,49570620000.0,11.333,2.2957
CCL,2023-11-30 00:00:00,19035840000.0,14.4718,nan,nan,0.947827,2.735034,48822840000.0,17.6574,2.4368
CCK,TTM,10784270111.0,13.5135,25.842254,0.73,0.928439,3.913015,16284270111.0,9.9113,1.3799
CCK,2024-12-31 00:00:00,9799065247.0,11.9904,100.841463,0.7263,0.841741,3.870089,15787065247.0,12.2096,1.3429
CCK,2024-09-30 00:00:00,11470802079.0,13.6986,26.559557,0.8403,0.97724,4.575509,17685802079.0,10.2586,1.505
CCK,2024-06-30 00:00:00,8983120892.0,12.3916,21.43804,0.8103,0.753466,3.640221,15535120892.0,9.1062,1.3143
CCK,2024-03-31 00:00:00,9574154077.0,12.6422,21.079787,0.8658,0.789762,3.972222,15963154077.0,9.2273,1.3292
CCK,2023-12-31 00:00:00,11110325963.0,12.6743,21.668235,2.3925,0.905304,4.745893,17590325963.0,10.3778,1.4461
CCJ,TTM,18325217416.0,43.29,153.304483,nan,8.312232,4.089489,18801545086.0,40.376,8.57
CCJ,2024-09-30 00:00:00,20811008696.0,42.5532,109.368538,nan,10.608493,4.533277,21699098716.0,41.5441,11.0597
CCJ,2024-06-30 00:00:00,21354089909.0,46.729,124.821676,nan,11.576351,4.799315,22352111068.0,47.2,12.083
CCJ,2024-03-31 00:00:00,18805087568.0,34.7222,70.915049,nan,9.902307,4.193609,19819602489.0,33.5644,10.3702
CCJ,2023-12-31 00:00:00,18731339807.0,25.5754,93.497042,nan,10.899645,4.052187,17656914669.0,36.5354,10.3031
CCJ,2023-09-30 00:00:00,17307509951.0,24.3902,243.098066,nan,10.90827,3.88399,16395080791.0,55.6861,10.6277
CCI,TTM,42473282867.0,34.8432,34.656028,4.4979,6.444429,8.01988,71915282867.0,18.554,10.9078
CCI,2024-09-30 00:00:00,51552718561.0,33.7838,43.454212,2.6425,7.800353,9.121146,80778718561.0,21.1021,12.2244
CCI,2024-06-30 00:00:00,42452918984.0,20.2429,30.53125,5.9493,6.194514,7.019332,71451918984.0,17.7432,10.4325
CCI,2024-03-31 00:00:00,45985245673.0,36.2319,30.586705,9.2772,6.579318,7.214551,74694245673.0,18.2048,10.6996
CCI,2023-12-31 00:00:00,49956620128.0,28.8184,32.175978,3.7941,7.070069,7.490871,78568620128.0,19.1025,11.1114
CCI,2023-09-30 00:00:00,39911436404.0,22.9885,23.417303,3.0313,5.586157,5.668609,68145436404.0,16.1674,9.5308
CCEP,TTM,36531492256.0,18.6567,24.805999,1.5432,1.723336,4.142698,46905755282.0,13.8448,2.1277
CCEC,TTM,1140304222.0,11.976,139.5,nan,2.965594,0.849092,3404828222.0,11.485,9.2169
CCEC,2024-09-30 00:00:00,1098265357.0,8.2169,8.286344,nan,1.467058,0.912232,2830757357.0,11.2263,9.132
CCEC,2024-06-30 00:00:00,nan,nan,nan,nan,nan,0.825907,nan,14.3311,6.9515
CCEC,2024-03-31 00:00:00,957681088.0,nan,8.093023,nan,1.022156,0.815094,2540554088.0,16.7069,7.0456
CCEC,2023-12-31 00:00:00,781555830.0,nan,5.239852,nan,0.805168,1.176174,2275451830.0,9.7133,6.596
CCEC,2023-09-30 00:00:00,279575420.0,nan,2.930962,nan,0.849668,0.430471,1806061420.0,6.9272,5.621
CCEC,2023-06-30 00:00:00,282403023.0,nan,2.54797,nan,0.874065,nan,1736210023.0,nan,nan
CCCS,TTM,6037324743.0,22.6244,232.0,nan,6.30462,3.021952,6462287743.0,27.7831,6.8398
CCCS,2024-12-31 00:00:00,7380599458.0,28.5714,167.571429,nan,7.992128,3.804199,7920279458.0,30.0998,8.5446
CCCS,2024-09-30 00:00:00,6909849051.0,26.9542,368.333333,nan,7.617071,3.648966,7499990051.0,31.9104,8.2453
CCCS,2024-06-30 00:00:00,6906975999.0,29.9401,nan,nan,7.668459,3.879573,7546863999.0,68.1451,8.4921
CCCS,2024-03-31 00:00:00,7345284853.0,34.1297,nan,nan,8.529715,4.121987,7982800853.0,69.7993,9.214
CCCS,2023-12-31 00:00:00,6863256672.0,32.5733,nan,nan,8.480324,3.361738,7250207672.0,100.0981,8.6119
CCCS,2023-06-30 00:00:00,nan,nan,258.419973,nan,nan,nan,nan,nan,nan
CCB,TTM,1239480381.0,nan,25.457055,nan,2.512404,2.825323,nan,nan,2.8204
CCB,2024-09-30 00:00:00,731201795.0,nan,19.632727,nan,1.858997,2.308866,nan,nan,1.9737
CCB,2024-06-30 00:00:00,619175314.0,nan,16.132867,nan,1.616881,2.043925,nan,nan,1.7266
CCB,2024-03-31 00:00:00,520380870.0,nan,11.88685,nan,1.50693,1.766717,nan,nan,1.6321
CCB,2023-12-31 00:00:00,590761760.0,nan,12.405028,nan,1.862635,2.077151,nan,nan,1.9852
CCB,2023-09-30 00:00:00,570775045.0,nan,11.756164,nan,1.879873,2.093464,nan,nan,2.0147
CC,TTM,2110103926.0,6.7889,24.77193,nan,0.36673,3.49355,5752103926.0,8.3123,0.9948
CC,2024-12-31 00:00:00,2525340483.0,6.6269,33.8,nan,0.440372,3.843745,6219340483.0,10.2969,1.0818
CC,2024-09-30 00:00:00,3035658851.0,6.7705,26.736842,nan,0.529463,4.198698,6667658851.0,10.5501,1.1626
