Symbol,PeriodType,MarketCap,FowardPeRatio,PeRatio,PegRatio,PsRatio,PbRatio,EnterpriseValue,EnterprisesValueEBITDARatio,EnterprisesValueRevenueRatio
EVGO,2023-12-31 00:00:00,370722954.0,nan,nan,nan,2.12763,nan,197948954.0,-9.243904,1.4317
EVGO,2023-09-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-9.933254,nan
EVGO,2023-06-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-31.866039,nan
EVEX,TTM,1175694977.0,nan,nan,nan,nan,7.183546,964173977.0,nan,nan
EVEX,2024-09-30 00:00:00,961451522.0,nan,nan,nan,nan,9.176316,893057522.0,nan,nan
EVEX,2024-06-30 00:00:00,1090931117.0,nan,nan,nan,nan,7.74829,992670117.0,nan,nan
EVEX,2024-03-31 00:00:00,1454574823.0,nan,nan,nan,nan,8.812934,1322238823.0,-54.6154,nan
EVEX,2023-12-31 00:00:00,1971708033.0,nan,nan,nan,nan,9.758766,1808481920.0,-50.259553,nan
EVEX,2023-09-30 00:00:00,2231368905.0,nan,nan,nan,nan,9.630444,2046994808.0,-60.853161,nan
EVEX,2023-06-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-91.958113,nan
EVCM,TTM,1734290654.0,15.625,nan,0.5208,2.538149,2.250154,2161724654.0,20.6014,3.1184
EVCM,2024-09-30 00:00:00,1908859702.0,16.8067,nan,0.5604,2.805567,2.434484,2352227702.0,22.3275,3.4007
EVCM,2024-06-30 00:00:00,2032433300.0,20.3252,nan,0.6772,3.017765,2.531206,2473585300.0,23.7147,3.6145
EVCM,2024-03-31 00:00:00,1757141378.0,17.452,nan,0.5815,2.635307,2.122959,2196728378.0,20.602,3.2526
EVCM,2023-12-31 00:00:00,2080904589.0,20.79,nan,0.6937,3.138571,2.391542,2526831589.0,23.9803,3.7842
EVCM,2023-09-30 00:00:00,1893069150.0,23.0415,nan,0.7686,2.948907,2.20507,2344327150.0,25.0993,3.6005
ETV,TTM,1603040218.0,nan,4.702055,nan,4.68422,0.918336,nan,nan,4.682
ETSY,TTM,5010985886.0,13.3869,19.914894,1.1149,2.19509,nan,6359198886.0,11.9387,2.2644
ETSY,2024-12-31 00:00:00,5740680600.0,13.9082,26.984694,1.287,2.536269,nan,7083860600.0,17.527,2.5313
ETSY,2024-09-30 00:00:00,6266449440.0,14.6628,25.827907,0.9341,2.729474,nan,7655133440.0,19.1215,2.7612
ETSY,2024-06-30 00:00:00,6896682860.0,16.6667,26.931507,0.9918,2.961118,nan,8242010860.0,21.039,2.9933
ETSY,2024-03-31 00:00:00,8142800545.0,19.084,30.678571,1.0449,3.504174,nan,9381875545.0,23.5616,3.4136
ETSY,2023-12-31 00:00:00,9705433886.0,22.2717,32.813765,7.421,4.102058,nan,11117631886.0,114.11946,4.0975
ETR,TTM,35005455131.0,20.8768,33.195918,nan,2.954677,2.320715,63099638131.0,12.5282,5.3116
ETR,2024-12-31 00:00:00,32570787141.0,19.5695,18.425273,nan,2.739282,2.166642,60161824141.0,13.1861,5.0717
ETR,2024-09-30 00:00:00,28218238722.0,16.9779,15.724014,9.1794,2.326814,1.937038,55613589722.0,12.3717,4.6081
ETR,2024-06-30 00:00:00,22848452152.0,14.8148,10.721443,8.4627,1.903729,1.582306,49953608152.0,10.288,4.1764
ETR,2024-03-31 00:00:00,22535518654.0,14.6413,9.520721,2.2313,1.847632,1.541358,48684037654.0,9.8898,4.0078
ETR,2023-12-31 00:00:00,21398960358.0,14.0056,14.580692,1.6586,1.685231,1.573107,47413691358.0,9.5559,3.7348
ETR,2023-09-30 00:00:00,nan,nan,nan,1.9614,nan,nan,nan,nan,nan
ETN,TTM,111712160000.0,23.6407,29.997895,2.3779,4.575167,6.042415,119453160000.0,21.2664,4.8016
ETN,2024-12-31 00:00:00,131155024000.0,27.7778,35.305319,2.8805,5.406966,6.820721,139237024000.0,25.0858,5.6279
ETN,2024-09-30 00:00:00,130985088000.0,28.0899,36.462046,2.5305,5.513245,6.815396,138697088000.0,25.718,5.7455
ETN,2024-06-30 00:00:00,125386162624.0,30.2115,37.01889,3.1111,5.321045,6.47026,132732162624.0,25.975,5.6109
ETN,2024-03-31 00:00:00,125038256512.0,30.6748,38.987531,2.9647,5.406792,6.568515,132231256512.0,26.964,5.7006
ETN,2023-12-31 00:00:00,96159426000.0,23.9808,32.238286,2.3378,4.26837,5.232199,103888426000.0,22.1463,4.5942
ET,TTM,59909013271.0,9.5969,13.640625,0.6189,0.722405,1.705935,120154013271.0,7.8042,1.4534
ET,2024-12-31 00:00:00,67215249000.0,10.7643,14.404412,0.6944,0.790465,1.907357,126981249000.0,8.4149,1.5178
ET,2024-09-30 00:00:00,54950385000.0,8.7951,13.487395,0.5134,0.634744,1.601492,112732385000.0,7.8955,1.348
ET,2024-06-30 00:00:00,54683393768.0,10.0705,14.880734,0.5923,0.648216,1.521815,106964393768.0,8.1484,1.317
ET,2024-03-31 00:00:00,52974826355.0,9.6154,14.431193,0.5899,0.635958,1.445083,106035826355.0,8.4423,1.3493
ET,2023-12-31 00:00:00,46404159298.0,8.2305,13.018868,1.0874,0.547472,1.402966,94791159298.0,7.7469,1.2067
ESTC,TTM,9919217615.0,46.729,nan,1.7328,6.911094,11.545976,9222911615.0,nan,6.4502
ESTC,2025-01-31 00:00:00,11754783679.0,56.1798,187.633333,3.1084,8.683006,14.484933,11146524679.0,nan,8.1022
ESTC,2024-10-31 00:00:00,8314322029.0,52.9101,131.52459,4.3795,6.381151,10.948281,7757736029.0,nan,5.8727
ESTC,2024-07-31 00:00:00,11265781219.0,77.5194,185.881356,5.6163,8.998116,15.261461,10775079219.0,nan,8.5022
ESTC,2024-04-30 00:00:00,10396380675.0,72.9927,196.576923,0.937,8.566786,14.687535,9977780675.0,nan,8.2307
ESTC,2024-01-31 00:00:00,11798712690.0,74.0741,nan,0.9599,9.848823,25.923488,11424173690.0,-830.003901,9.858
ESTC,2023-10-31 00:00:00,nan,nan,nan,nan,nan,nan,nan,-829.242023,nan
ESTC,2023-07-31 00:00:00,nan,nan,nan,nan,nan,nan,nan,-260.158448,nan
ESTA,TTM,1204601150.0,nan,nan,nan,7.083482,22.687657,1339548150.0,nan,8.0684
ESTA,2024-12-31 00:00:00,1325138084.0,nan,nan,nan,8.255904,40.511712,1484774084.0,nan,9.6999
ESTA,2024-09-30 00:00:00,1210003534.0,nan,nan,nan,7.681321,26.877619,1352966534.0,nan,8.9393
ESTA,2024-06-30 00:00:00,1250270512.0,nan,nan,nan,7.693461,22.309894,1373493512.0,nan,8.8161
ESTA,2024-03-31 00:00:00,1384734652.0,nan,nan,nan,7.890001,76.029517,1536923652.0,nan,9.3062
ESTA,2023-12-31 00:00:00,668175851.0,nan,nan,nan,3.682911,22.153609,804975851.0,-46.498143,4.5375
ESTA,2023-09-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-57.455848,nan
ESTA,2023-06-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-172.367536,nan
ESS,TTM,19409449639.0,50.2513,26.147314,6.5203,10.925733,3.50538,25926950639.0,15.9349,14.6113
ESS,2024-12-31 00:00:00,18348083200.0,47.3934,33.345794,6.8239,10.525016,3.376635,24620991200.0,14.5082,14.1359
ESS,2024-09-30 00:00:00,18985900418.0,48.7805,36.607187,6.9927,11.090232,3.463544,25183755418.0,15.4294,14.7255
ESS,2024-06-30 00:00:00,17477705859.0,51.5464,33.235653,9.0751,10.376445,3.150324,23504463859.0,14.4323,13.9583
ESS,2024-03-31 00:00:00,15718338917.0,44.0529,38.735759,7.7655,9.422498,2.89872,21509620917.0,14.4193,12.8847
ESS,2023-12-31 00:00:00,15913930715.0,42.735,30.422086,3.2508,9.600483,2.877716,21702616715.0,13.7001,13.0516
ESRT,TTM,1432263110.0,95.2381,30.5,nan,2.991735,1.389608,3530630110.0,9.3508,4.5976
ESRT,2024-12-31 00:00:00,1727392560.0,172.4138,38.222222,nan,3.625741,1.701671,3819915560.0,10.1707,5.0051
ESRT,2024-09-30 00:00:00,1844682396.0,185.1852,42.615385,nan,3.922342,1.053372,3800893396.0,10.2878,5.0334
ESRT,2024-06-30 00:00:00,1547881380.0,93.4579,32.344828,nan,3.302378,1.558106,3481612380.0,9.2525,4.6045
ESRT,2024-03-31 00:00:00,1662786266.0,101.0101,33.766667,nan,3.638405,1.693939,3585151266.0,9.4716,4.8476
ESRT,2023-12-31 00:00:00,1574430385.0,74.6269,29.363636,nan,3.536434,1.600593,3520601385.0,9.2897,4.8362
ESRT,2023-06-30 00:00:00,nan,nan,nan,31.6568,nan,nan,nan,nan,nan
ESNT,TTM,5852161340.0,8.2237,8.227737,nan,4.739098,1.044347,6214640340.0,nan,4.9044
ESNT,2024-12-31 00:00:00,5717016600.0,7.837,7.889855,nan,4.742572,1.013478,6101383600.0,nan,4.9801
ESNT,2024-09-30 00:00:00,6827855160.0,9.058,9.303907,nan,5.702071,1.269168,7052901160.0,nan,5.8546
ESNT,2024-06-30 00:00:00,5993961432.0,8.2988,8.500756,nan,5.215979,1.143679,6251890432.0,nan,5.4276
ESNT,2024-03-31 00:00:00,6352685834.0,8.9127,9.155385,nan,5.744713,1.24491,6632818834.0,nan,5.9768
ESNT,2023-12-31 00:00:00,5630521028.0,7.9302,8.46549,nan,5.427087,1.169284,5955398028.0,nan,5.7125
ESLT,TTM,15939529193.0,nan,61.094017,nan,2.445279,5.192203,17414992193.0,33.2856,2.6696
ESLT,2024-09-30 00:00:00,8890995868.0,nan,36.783088,nan,1.416125,2.945848,10352612868.0,20.7757,1.6413
ESLT,2024-06-30 00:00:00,7839914561.0,nan,34.838264,nan,1.285224,2.611437,9250319561.0,18.9617,1.4998
ESLT,2024-03-31 00:00:00,8917311964.0,nan,43.616183,nan,1.569034,3.172087,10175808964.0,22.5453,1.7651
ESLT,2023-12-31 00:00:00,9075081987.0,nan,35.189769,nan,1.623563,3.334623,10555451987.0,18.8169,1.7779
ESLT,2023-09-30 00:00:00,8758174980.0,nan,33.218121,nan,1.54763,3.14828,10184361980.0,19.4439,1.7859
ESI,TTM,6024940325.0,16.9492,24.85,nan,2.453747,2.528301,7504740325.0,14.9616,3.0546
ESI,2024-12-31 00:00:00,6158195757.0,15.5763,23.330275,nan,2.561126,2.524575,7708395757.0,16.2282,3.2037
ESI,2024-09-30 00:00:00,6576587801.0,17.0068,33.95,nan,2.787456,2.771307,8195587801.0,21.2541,3.4721
ESI,2024-06-30 00:00:00,6564770825.0,18.6916,51.169811,nan,2.811878,2.826054,8208870825.0,22.9234,3.5174
ESI,2024-03-31 00:00:00,6044996231.0,17.8253,52.041667,nan,2.58879,2.596161,7703196231.0,22.3216,3.3016
ESI,2023-12-31 00:00:00,5588687505.0,15.4083,110.190476,nan,2.397195,2.506781,7298387505.0,21.3154,3.1275
ESGR,TTM,4937472916.0,nan,9.239554,nan,4.140298,0.884693,6182472916.0,nan,5.1307
ESGR,2024-12-31 00:00:00,4723307679.0,nan,4.986838,nan,3.689216,0.851507,6494307679.0,nan,4.9537
ESGR,2024-09-30 00:00:00,4716495218.0,nan,5.56673,nan,4.387005,0.896502,6589495218.0,nan,4.9943
ESGR,2024-06-30 00:00:00,4482701649.0,nan,5.912959,nan,4.588765,0.875278,6374701649.0,nan,6.2805
ESGR,2024-03-31 00:00:00,4547717155.0,nan,4.53863,nan,3.538056,0.906541,6324717155.0,nan,4.5567
ESGR,2023-12-31 00:00:00,4306917131.0,nan,6.843757,nan,4.356431,0.986181,6150917131.0,nan,5.5715
ESE,TTM,4165867907.0,nan,37.894366,nan,3.956558,3.367901,4242983907.0,20.1111,4.02
ESE,2024-12-31 00:00:00,3435908841.0,nan,33.809645,nan,3.35659,2.776829,3526755841.0,17.5859,3.4348
ESE,2024-09-30 00:00:00,3321584793.0,nan,33.414508,nan,3.330516,2.782629,3466690793.0,17.9811,3.4637
ESE,2024-06-30 00:00:00,2704890817.0,nan,27.569554,nan,2.745135,2.319137,2871898817.0,15.1731,2.9043
ESE,2024-03-31 00:00:00,2761704910.0,nan,29.736111,nan,2.85675,2.389338,2918017910.0,16.1316,3.0118
ESE,2023-12-31 00:00:00,3019979279.0,nan,32.689944,nan,3.167903,2.66985,3116667279.0,17.4859,3.26
ESAB,TTM,7413104691.0,23.3645,26.168803,1.9723,2.730284,4.190553,8326986691.0,16.5848,3.0382
ESAB,2024-12-31 00:00:00,7258477825.0,21.8818,26.952809,1.5523,2.651399,3.950998,8176428825.0,15.7339,2.9631
ESAB,2024-09-30 00:00:00,6425827792.0,19.1205,24.780886,1.3501,2.340101,3.762256,7369504792.0,14.3033,2.6632
ESAB,2024-06-30 00:00:00,5707239472.0,19.5695,23.49005,1.3982,2.065797,3.478327,6720473472.0,13.2905,2.417
ESAB,2024-03-31 00:00:00,6681128229.0,23.1481,31.058989,1.448,2.417035,4.156484,7696585229.0,15.2919,2.7738
ESAB,2023-12-31 00:00:00,5220680256.0,18.018,24.195531,1.5269,1.931838,3.479995,6322147256.0,13.2372,2.2993
ES,TTM,22366551129.0,12.7551,26.863436,0.9145,1.833269,1.487198,51454747129.0,12.4541,4.3236
ES,2024-12-31 00:00:00,21076810000.0,11.9617,nan,1.9941,1.747088,1.400972,49519595000.0,21.784,4.2603
ES,2024-09-30 00:00:00,24762848762.0,14.0252,nan,nan,2.104774,1.671053,53684283762.0,24.4309,4.7291
ES,2024-06-30 00:00:00,19976394546.0,12.3305,nan,nan,1.734766,1.382564,48004126546.0,30.0916,4.1933
ES,2024-03-31 00:00:00,20962947530.0,12.9534,nan,2.0396,1.755561,1.481735,47663451530.0,34.1398,4.0017
ES,2023-12-31 00:00:00,21560413619.0,13.2802,18.479042,2.0925,1.762032,1.375348,47581021619.0,14.969,3.8854
ES,2023-09-30 00:00:00,nan,nan,17.255193,1.954,nan,nan,nan,nan,nan
ES,2023-06-30 00:00:00,nan,nan,16.987359,2.5082,nan,nan,nan,nan,nan
ERO,TTM,1282572618.0,5.1361,nan,nan,2.692443,2.166225,1852244618.0,134.3862,3.9388
ERO,2024-12-31 00:00:00,1394960973.0,3.9604,70.947368,nan,2.960474,1.956105,1934068973.0,15.2263,3.9037
ERO,2024-09-30 00:00:00,2302070233.0,6.3532,nan,nan,4.992374,3.512883,2801949233.0,16.0597,4.1173
ERO,2024-06-30 00:00:00,2198158961.0,12.87,32.892308,nan,4.811133,2.850077,2632884961.0,15.246,6.0902
ERO,2024-03-31 00:00:00,1975461601.0,13.245,19.673469,nan,4.279969,2.463655,2309559601.0,11.0956,5.4027
ERO,2023-12-31 00:00:00,1621941829.0,8.1967,19.024096,nan,3.449425,2.468138,1883346829.0,9.9729,4.4031
ERO,2023-09-30 00:00:00,nan,nan,20.282353,nan,nan,nan,nan,nan,nan
ERJ,TTM,9387399435.0,24.6914,26.572917,nan,1.465248,3.046639,9787599435.0,8.0477,1.5306
ERJ,2024-09-30 00:00:00,6482531125.0,21.8818,17.123354,nan,1.149672,2.268866,8028531125.0,10.0181,1.4209
ERJ,2024-06-30 00:00:00,4825470325.0,24.0385,18.14346,nan,0.869558,1.700173,6069170325.0,8.4247,1.1139
ERJ,2024-03-31 00:00:00,4900690678.0,23.0415,nan,nan,1.020567,1.941915,6279690678.0,34.2965,1.3487
ERJ,2023-12-31 00:00:00,3389193288.0,14.9477,nan,nan,0.706811,1.344907,4768193288.0,26.0415,1.0241
ERJ,2023-09-30 00:00:00,2512089491.0,11.1607,nan,nan,0.525607,1.000116,3891089491.0,21.2512,0.8357
ERIE,TTM,23353177947.0,nan,38.90331,nan,6.048177,11.751458,23078339947.0,nan,5.9751
ERIE,2024-12-31 00:00:00,21555452285.0,nan,38.562208,nan,5.646722,11.065683,21413362285.0,nan,5.6083
ERIE,2024-09-30 00:00:00,28227116543.0,nan,53.184236,nan,7.757871,15.434665,28085026543.0,nan,7.717
ERIE,2024-06-30 00:00:00,18949848163.0,nan,39.136069,nan,5.470498,10.97791,18807758163.0,nan,5.4284
ERIE,2024-03-31 00:00:00,20998042292.0,nan,47.077374,nan,6.368241,12.627857,20855952292.0,nan,6.3024
ERIE,2023-12-31 00:00:00,17512922590.0,nan,43.723238,nan,6.147327,10.864844,17370832590.0,nan,5.4594
ERIC,TTM,28394582081.0,19.1939,8820.44382,nan,1.185643,3.117777,26899579985.0,6.4378,1.1053
ERIC,2024-09-30 00:00:00,25342823875.0,16.9205,nan,nan,1.02462,3.050419,25418650677.0,nan,1.0277
ERIC,2024-06-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,nan,1.001
ERIC,2024-03-31 00:00:00,18053619414.0,11.6686,nan,nan,0.741864,1.980935,18427778401.0,2.510597,0.7451
ERIC,2023-12-31 00:00:00,21046462156.0,11.4679,nan,2.012,0.757096,1.963295,20994830868.0,7.9044,0.7562
ERIC,2023-09-30 00:00:00,16280396640.0,8.2102,14.635964,1.0645,0.630603,1.321576,16708779888.0,6.1104,0.65
ERIC,2023-06-30 00:00:00,17968385585.0,13.6054,11.41293,1.761,0.707782,1.548292,17195875037.0,5.1779,nan
EQX,TTM,3038431447.0,7.2307,8.88,nan,2.08294,0.893298,4140791447.0,4.3676,2.7348
EQX,2024-09-30 00:00:00,2617452721.0,5.9032,10.322034,nan,2.096031,0.811846,3920012721.0,5.6177,3.5855
EQX,2024-06-30 00:00:00,2013780193.0,13.587,nan,nan,1.508108,0.931054,2746336193.0,10.8656,2.5071
EQX,2024-03-31 00:00:00,1982349137.0,46.5116,66.888889,nan,1.749824,0.812875,2643053137.0,9.0798,2.4289
EQX,2023-12-31 00:00:00,1523187307.0,22.9358,32.6,nan,1.459436,0.654667,2191346307.0,8.0943,2.0876
EQX,2023-09-30 00:00:00,1324451944.0,14.8148,84.6,nan,1.299898,0.550652,1881543944.0,8.0435,1.8628
EQT,TTM,28079727000.0,17.4216,104.444444,0.3771,4.631364,1.363251,37243689000.0,12.9257,7.1318
EQT,2024-12-31 00:00:00,27513099240.0,18.0505,61.48,nan,4.549164,1.353008,41217667240.0,15.0179,8.6137
EQT,2024-09-30 00:00:00,21847259520.0,11.1359,23.947712,nan,3.514437,1.445132,26769071520.0,9.3571,5.8495
EQT,2024-06-30 00:00:00,16330106995.0,44.843,27.392593,nan,3.470256,1.076895,21186799995.0,7.7621,4.6672
EQT,2024-03-31 00:00:00,16337524615.0,21.8818,8.78436,nan,3.021355,1.10799,22098040615.0,5.4265,4.3586
EQT,2023-12-31 00:00:00,15902095120.0,15.1515,5.29589,0.5615,2.620592,1.143074,21753211120.0,3.9038,3.4686
EQT,2023-09-30 00:00:00,nan,nan,nan,0.3536,nan,nan,nan,nan,nan
EQT,2023-06-30 00:00:00,nan,nan,nan,2.199,nan,nan,nan,nan,nan
EQR,TTM,27327385043.0,61.7284,26.459559,16.3443,9.436422,2.478134,35708880043.0,15.3015,11.9824
EQR,2024-12-31 00:00:00,27231153484.0,44.843,30.287069,7.5378,9.530208,2.512836,35891462484.0,16.5341,12.2045
EQR,2024-09-30 00:00:00,28246753791.0,46.729,30.400175,7.8706,9.973097,2.577557,35691975791.0,16.3382,12.2377
EQR,2024-06-30 00:00:00,26277918410.0,46.9484,29.640991,7.142,9.346853,2.378702,33770689410.0,15.7651,11.6463
EQR,2024-03-31 00:00:00,23914887685.0,42.5532,29.638459,6.5003,8.583792,2.164528,31603514685.0,15.4459,10.9965
EQR,2023-12-31 00:00:00,23223976963.0,38.4615,35.210964,2.914,8.396774,2.104157,31014044963.0,13.9189,10.8968
EQNR,TTM,62902487832.0,6.9109,7.450161,nan,0.639027,1.486169,71741487832.0,1.6891,0.6999
EQNR,2024-09-30 00:00:00,69911125220.0,7.6864,7.699088,nan,0.705535,1.595026,71807125220.0,1.6144,0.6818
EQNR,2024-06-30 00:00:00,82998899374.0,8.8106,8.787692,nan,0.82892,1.660994,76138899374.0,1.7297,0.7412
EQNR,2024-03-31 00:00:00,77150599827.0,8.5179,6.877863,nan,0.765759,1.631611,71652599827.0,1.4517,0.6744
EQNR,2023-12-31 00:00:00,93005236153.0,7.3584,5.700901,nan,0.869459,1.912463,84842236153.0,1.5917,0.7586
EQNR,2023-09-30 00:00:00,96941528877.0,8.3126,4.275098,nan,0.794599,1.954097,84976528877.0,1.2037,0.6605
EQIX,TTM,83658804937.0,66.6667,101.12,7.3861,9.41532,6.184122,99011804937.0,28.7741,11.3182
EQIX,2024-12-31 00:00:00,90977746640.0,74.0741,85.021641,5.36,10.438911,6.695448,106938746640.0,29.2711,12.4389
EQIX,2024-09-30 00:00:00,85645643440.0,71.9424,81.284799,5.0017,9.948811,6.975537,101627643440.0,28.6163,12.0168
EQIX,2024-06-30 00:00:00,71805678344.0,63.6943,75.887663,5.1618,8.593187,5.84075,87555678344.0,25.6732,10.5271
EQIX,2024-03-31 00:00:00,78327287512.0,68.4932,80.051406,5.4636,9.475716,6.271755,93686688512.0,27.7887,11.4418
EQIX,2023-12-31 00:00:00,75612770855.0,71.9424,86.694295,3.6039,9.477008,6.401397,90636561855.0,27.9418,11.403
EQH,TTM,15492556542.0,6.7981,13.314815,nan,1.314399,198.62252,16121556542.0,nan,1.2963
EQH,2024-12-31 00:00:00,14617983000.0,6.502,nan,nan,1.418835,8.816636,12302983000.0,nan,1.1199
EQH,2024-09-30 00:00:00,13259004289.0,5.9207,16.74502,nan,1.227302,161.695174,10859004289.0,nan,0.9415
EQH,2024-06-30 00:00:00,13289491986.0,6.7431,12.27027,nan,1.350411,27.957932,10042491986.0,nan,0.9655
EQH,2024-03-31 00:00:00,12452690545.0,6.2854,10.922414,nan,1.269407,11.456017,11524690545.0,nan,1.0947
EQH,2023-12-31 00:00:00,11271620696.0,5.3277,7.176724,nan,1.037182,138.976713,12211620696.0,nan,1.0576
EQH,2023-09-30 00:00:00,nan,nan,8.844237,nan,nan,nan,nan,nan,nan
EPRT,TTM,6060557146.0,26.3852,28.078261,nan,12.720021,1.700647,8148061146.0,20.1201,18.1225
EPRT,2024-12-31 00:00:00,5484379830.0,25.5754,27.438596,nan,12.532828,1.717443,7659039830.0,19.8878,17.9102
EPRT,2024-09-30 00:00:00,5987582199.0,28.9017,29.188034,nan,14.074296,1.845855,7889870199.0,20.5571,18.5129
EPRT,2024-06-30 00:00:00,4858403000.0,23.5294,22.528455,nan,11.629708,1.499929,6459528000.0,17.988,17.0252
EPRT,2024-03-31 00:00:00,4516182751.0,nan,21.5,nan,11.381951,1.569093,6156199751.0,17.748,17.1198
EPRT,2023-12-31 00:00:00,3987979114.0,nan,21.478992,nan,11.37348,1.487365,5555964114.0,17.0308,16.5289
EPRT,2023-09-30 00:00:00,nan,12.0337,nan,nan,nan,nan,nan,nan,nan
EPRT,2023-06-30 00:00:00,nan,13.986,nan,nan,nan,nan,nan,nan,nan
EPR,TTM,4046633687.0,18.8324,33.25,nan,6.307591,1.741913,7097577687.0,16.216,11.0727
EPR,2024-12-31 00:00:00,3353597120.0,15.674,19.086207,nan,5.279375,1.395265,6386196120.0,12.9864,10.0274
EPR,2024-09-30 00:00:00,3713755162.0,17.2712,20.016327,nan,5.734399,1.531668,6718205162.0,13.4406,10.3557
EPR,2024-06-30 00:00:00,3176737301.0,16.3934,20.679803,nan,4.875438,1.298397,6158196301.0,13.1267,9.4327
EPR,2024-03-31 00:00:00,3212102015.0,16.0772,21.548223,nan,4.871911,1.308958,6177227015.0,13.2877,9.3634
EPR,2023-12-31 00:00:00,3649711077.0,17.8891,25.103627,nan,5.524594,1.475496,6522325077.0,14.1997,9.8561
EPD,TTM,72464320728.0,11.2994,12.438662,3.1842,1.304618,2.522077,104143320728.0,10.863,1.8525
EPD,2024-12-31 00:00:00,67975150933.0,10.7991,11.789474,3.0414,1.213927,2.397797,98446150933.0,13.9285,1.8302
EPD,2024-09-30 00:00:00,63103261884.0,10.2564,11.110687,2.8883,1.163859,2.254574,93303261884.0,9.9417,1.7007
EPD,2024-06-30 00:00:00,62931761098.0,10.8696,11.364706,3.4716,1.221726,2.272477,92082761098.0,10.0352,1.7698
EPD,2024-03-31 00:00:00,63269396044.0,10.846,11.579365,5.1391,1.287759,2.289816,92160396044.0,10.1868,1.8538
EPD,2023-12-31 00:00:00,57229011729.0,9.9602,10.711382,3.8471,1.186731,2.104356,85974011729.0,9.6861,1.7638
EPC,TTM,1541388261.0,10.1112,17.369565,nan,0.707389,1.026908,2833688261.0,10.2707,1.2632
EPC,2024-12-31 00:00:00,1626773836.0,10.3734,17.055838,nan,0.746932,1.026939,2717173836.0,9.5206,1.2057
EPC,2024-09-30 00:00:00,1777782344.0,11.2108,15.333333,nan,0.809974,1.127605,2893482344.0,9.145,1.2746
EPC,2024-06-30 00:00:00,1991586392.0,12.6263,16.676349,nan,0.901109,1.279474,3169786392.0,9.7263,1.3949
EPC,2024-03-31 00:00:00,1929415640.0,14.771,18.757282,nan,0.875243,1.240786,3191715640.0,10.4134,1.4052
EPC,2023-12-31 00:00:00,1839981969.0,13.1752,16.574661,nan,0.842705,1.18962,3003781969.0,9.4578,1.3341
EPAM,TTM,11309359846.0,18.9036,25.357143,1.7997,2.438064,3.116203,10184656846.0,15.1628,2.1541
EPAM,2024-12-31 00:00:00,13297109580.0,20.5761,30.366234,1.7296,2.942501,3.741399,11403842580.0,17.4148,2.4594
EPAM,2024-09-30 00:00:00,11286593240.0,nan,28.514327,nan,2.529512,3.322149,9603903240.0,15.4379,2.0781
EPAM,2024-06-30 00:00:00,10905558928.0,nan,25.768493,nan,2.389035,3.081767,9032572928.0,13.9224,1.9446
EPAM,2024-03-31 00:00:00,16015990056.0,nan,39.116147,nan,3.478686,4.609415,14090961056.0,21.3544,3.0041
EPAM,2023-12-31 00:00:00,17156659533.0,nan,37.074813,nan,3.694154,5.207669,15397377533.0,21.7411,3.2316
EPAC,TTM,2489353884.0,nan,29.146497,nan,4.231636,6.254517,2551914884.0,18.85,4.3053
EPAC,2024-11-30 00:00:00,2615414360.0,nan,32.173333,nan,4.491256,6.672333,2642823360.0,19.9733,4.4831
EPAC,2024-08-31 00:00:00,2239338021.0,nan,27.864865,nan,3.848122,6.114857,2302687021.0,17.0869,3.8936
EPAC,2024-05-31 00:00:00,2134638211.0,nan,28.911765,nan,3.675824,6.335629,2225865211.0,17.4269,3.7267
EPAC,2024-02-29 00:00:00,1828860269.0,nan,29.060345,nan,3.172404,5.685411,1925407269.0,17.0545,3.2048
EPAC,2023-11-30 00:00:00,1480731033.0,nan,29.042553,nan,2.606626,4.533498,1540403033.0,15.7828,2.575
EOSE,TTM,1044622759.0,nan,nan,nan,62.636381,nan,1290733759.0,nan,82.7075
EOSE,2024-12-31 00:00:00,1059054074.0,nan,nan,nan,64.530295,nan,1227197074.0,nan,82.0154
EOSE,2024-09-30 00:00:00,644132717.0,nan,nan,nan,35.943424,nan,749094717.0,nan,50.6385
EOSE,2024-06-30 00:00:00,264321988.0,nan,nan,nan,13.970994,nan,442674988.0,nan,31.2977
EOSE,2024-03-31 00:00:00,208725087.0,nan,nan,nan,7.984906,nan,347957087.0,nan,21.2454
EOSE,2023-12-31 00:00:00,217047379.0,nan,nan,nan,9.188586,nan,371110379.0,-12.40508,29.8464
EOSE,2023-09-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,18.744384,nan
EOSE,2023-06-30 00:00:00,nan,nan,nan,nan,nan,nan,nan,-6.869037,nan
EOG,TTM,69384812095.0,10.4603,11.134222,nan,3.048718,2.363968,67359812095.0,5.4043,2.8813
EOG,2024-12-31 00:00:00,68945171380.0,10.395,9.893462,nan,2.970597,2.331277,66937171380.0,5.0393,2.8175
EOG,2024-09-30 00:00:00,69420825536.0,9.7847,9.492664,65.2495,2.962385,2.380768,68076825536.0,5.0079,2.8358
EOG,2024-06-30 00:00:00,72338824984.0,10.1112,9.950198,nan,3.122985,2.502586,71155824984.0,5.3497,3.036
