<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
RSMC.US,D,20241014,000000,25.4525,25.4525,25.4525,25.4525,17,0
RSMC.US,D,20241015,000000,25.54,25.54,25.4393,25.4393,208,0
RSMC.US,D,20241016,000000,25.64,25.64,25.4696,25.4696,2712,0
RSMC.US,D,20241017,000000,25.4051,25.4051,25.4051,25.4051,3,0
RSMC.US,D,20241018,000000,25.3,25.3161,25.3,25.3161,8002,0
RSMC.US,D,20241021,000000,25.09,25.09,25.0208,25.0208,19620,0
RSMC.US,D,20241022,000000,24.9542,24.9542,24.9542,24.9542,1,0
RSMC.US,D,20241023,000000,25.04,25.05,24.93,25.0368,6879,0
RSMC.US,D,20241024,000000,25.0157,25.0157,25.0157,25.0157,1,0
RSMC.US,D,20241025,000000,25.19,25.19,24.9539,24.9539,8900,0
RSMC.US,D,20241028,000000,25.21,25.32,25.21,25.286,25569,0
RSMC.US,D,20241029,000000,25.17,25.1791,25.17,25.1791,303,0
RSMC.US,D,20241030,000000,25.22,25.22,25.0692,25.0714,3248,0
RSMC.US,D,20241031,000000,24.79,24.8,24.6,24.6256,362828,0
RSMC.US,D,20241101,000000,24.77,24.82,24.6984,24.6984,42997,0
RSMC.US,D,20241104,000000,24.736,24.736,24.736,24.736,1,0
RSMC.US,D,20241105,000000,24.89,25.0801,24.89,25.0801,8050,0
RSMC.US,D,20241106,000000,26,26.31,26,26.3049,997698,0
RSMC.US,D,20241107,000000,26.35,26.61,26.35,26.3977,10836,0
RSMC.US,D,20241108,000000,26.6192,26.62,26.55,26.5591,3170,0
RSMC.US,D,20241111,000000,26.9309,27.04,26.8706,26.8897,30369,0
RSMC.US,D,20241112,000000,26.87,26.9,26.5015,26.5364,17058,0
RSMC.US,D,20241113,000000,26.77,26.84,26.4168,26.43,5580,0
RSMC.US,D,20241114,000000,26.265,26.265,25.92,25.9415,20144,0
RSMC.US,D,20241115,000000,25.6807,25.82,25.6807,25.78,11386,0
RSMC.US,D,20241118,000000,25.7806,25.88,25.7227,25.7227,1482,0
